customer_index,monthly_charges,tenure,segment,churn_probability,actual_churn,clv,retention_cost,action,reason,roi
3647,69.7,8,Low Value,0.5767,0,1115.2,30,💌 Low Priority — Send retention voucher,CLV ($1115.2) > Retention Cost ($30) → ROI = $1085.2,1085.2
2810,103.9,65,High Value,0.1082,0,623.4,100,✅ No Action,Low churn risk — customer is stable,
5716,55.3,2,Low Value,0.5445,0,1216.6,30,💌 Low Priority — Send retention voucher,CLV ($1216.6) > Retention Cost ($30) → ROI = $1186.6,1186.6
1033,23.65,62,Mid Value,0.0024,0,141.9,60,✅ No Action,Low churn risk — customer is stable,
6889,89.85,3,Low Value,0.8026,0,1886.85,30,💌 Low Priority — Send retention voucher,CLV ($1886.85) > Retention Cost ($30) → ROI = $1856.85,1856.85
5316,93.65,49,High Value,0.4609,0,561.9,100,✅ No Action,Low churn risk — customer is stable,
479,69.0,15,Low Value,0.3971,1,621.0,30,✅ No Action,Low churn risk — customer is stable,
344,20.25,41,Mid Value,0.0035,0,121.5,60,✅ No Action,Low churn risk — customer is stable,
4264,104.45,46,High Value,0.6576,0,626.7,100,📞 High Priority — Personal call + 20% discount,CLV ($626.7) > Retention Cost ($100) → ROI = $526.7,526.7
3109,25.95,56,Mid Value,0.0184,0,155.7,60,✅ No Action,Low churn risk — customer is stable,
5355,95.4,48,High Value,0.1707,0,572.4,100,✅ No Action,Low churn risk — customer is stable,
1381,70.7,2,Low Value,0.672,0,1555.4,30,💌 Low Priority — Send retention voucher,CLV ($1555.4) > Retention Cost ($30) → ROI = $1525.4,1525.4
984,23.75,72,Mid Value,0.0006,0,142.5,60,✅ No Action,Low churn risk — customer is stable,
657,78.8,45,High Value,0.0655,0,472.8,100,✅ No Action,Low churn risk — customer is stable,
350,62.8,37,Mid Value,0.0031,0,376.8,60,✅ No Action,Low churn risk — customer is stable,
4486,89.2,61,High Value,0.0154,0,535.2,100,✅ No Action,Low churn risk — customer is stable,
4038,20.6,60,Mid Value,0.0219,0,123.6,60,✅ No Action,Low churn risk — customer is stable,
3638,50.15,2,Low Value,0.4202,1,1103.3,30,✅ No Action,Low churn risk — customer is stable,
1697,75.55,63,High Value,0.0127,0,453.3,100,✅ No Action,Low churn risk — customer is stable,
933,84.6,4,Low Value,0.9458,1,1692.0,30,💌 Low Priority — Send retention voucher,CLV ($1692.0) > Retention Cost ($30) → ROI = $1662.0,1662.0
4266,102.0,62,High Value,0.0307,1,612.0,100,✅ No Action,Low churn risk — customer is stable,
621,92.05,62,High Value,0.0612,0,552.3,100,✅ No Action,Low churn risk — customer is stable,
1706,97.65,69,High Value,0.0299,0,585.9,100,✅ No Action,Low churn risk — customer is stable,
3837,105.65,4,Low Value,0.8244,1,2113.0,30,💌 Low Priority — Send retention voucher,CLV ($2113.0) > Retention Cost ($30) → ROI = $2083.0,2083.0
6964,56.3,49,Mid Value,0.0854,0,337.8,60,✅ No Action,Low churn risk — customer is stable,
3988,81.15,51,High Value,0.0575,0,486.9,100,✅ No Action,Low churn risk — customer is stable,
1881,44.65,26,Low Value,0.4908,0,267.9,30,✅ No Action,Low churn risk — customer is stable,
3874,43.75,9,Low Value,0.6152,0,656.25,30,💌 Low Priority — Send retention voucher,CLV ($656.25) > Retention Cost ($30) → ROI = $626.25,626.25
2329,94.7,57,High Value,0.1232,0,568.2,100,✅ No Action,Low churn risk — customer is stable,
6725,19.5,37,Low Value,0.1548,0,117.0,30,✅ No Action,Low churn risk — customer is stable,
4422,97.0,30,High Value,0.169,0,582.0,100,✅ No Action,Low churn risk — customer is stable,
3117,107.9,70,High Value,0.3145,0,647.4,100,✅ No Action,Low churn risk — customer is stable,
5194,89.4,22,Low Value,0.5491,1,178.8,30,💌 Low Priority — Send retention voucher,CLV ($178.8) > Retention Cost ($30) → ROI = $148.8,148.8
4402,48.95,39,Low Value,0.3707,1,293.7,30,✅ No Action,Low churn risk — customer is stable,
985,80.6,33,Low Value,0.2474,1,483.6,30,✅ No Action,Low churn risk — customer is stable,
4627,116.6,60,High Value,0.1436,0,699.6,100,✅ No Action,Low churn risk — customer is stable,
101,19.45,1,Low Value,0.5608,0,447.35,30,💌 Low Priority — Send retention voucher,CLV ($447.35) > Retention Cost ($30) → ROI = $417.35,417.35
1388,58.35,12,Low Value,0.165,0,700.2,30,✅ No Action,Low churn risk — customer is stable,
4114,19.95,51,Mid Value,0.0101,0,119.7,60,✅ No Action,Low churn risk — customer is stable,
2118,80.15,22,Low Value,0.157,0,160.3,30,✅ No Action,Low churn risk — customer is stable,
1654,18.8,1,Mid Value,0.0076,0,432.4,60,✅ No Action,Low churn risk — customer is stable,
6292,100.0,39,High Value,0.6304,0,600.0,100,📞 High Priority — Personal call + 20% discount,CLV ($600.0) > Retention Cost ($100) → ROI = $500.0,500.0
3991,93.5,4,Low Value,0.9789,1,1870.0,30,💌 Low Priority — Send retention voucher,CLV ($1870.0) > Retention Cost ($30) → ROI = $1840.0,1840.0
4527,80.45,39,High Value,0.2301,1,482.7,100,✅ No Action,Low churn risk — customer is stable,
6419,84.9,69,High Value,0.049,0,509.4,100,✅ No Action,Low churn risk — customer is stable,
2286,64.4,8,Low Value,0.0461,0,1030.4,30,✅ No Action,Low churn risk — customer is stable,
3377,25.05,68,Mid Value,0.0037,0,150.3,60,✅ No Action,Low churn risk — customer is stable,
6726,70.75,2,Low Value,0.5797,1,1556.5,30,💌 Low Priority — Send retention voucher,CLV ($1556.5) > Retention Cost ($30) → ROI = $1526.5,1526.5
4740,39.1,24,Low Value,0.4524,1,234.6,30,✅ No Action,Low churn risk — customer is stable,
6142,50.25,42,Low Value,0.1239,1,301.5,30,✅ No Action,Low churn risk — customer is stable,
6245,80.1,59,High Value,0.1242,0,480.6,100,✅ No Action,Low churn risk — customer is stable,
680,80.0,1,Low Value,0.8742,1,1840.0,30,💌 Low Priority — Send retention voucher,CLV ($1840.0) > Retention Cost ($30) → ROI = $1810.0,1810.0
4670,35.05,46,Low Value,0.3337,0,210.3,30,✅ No Action,Low churn risk — customer is stable,
6174,29.65,4,Low Value,0.6295,1,593.0,30,💌 Low Priority — Send retention voucher,CLV ($593.0) > Retention Cost ($30) → ROI = $563.0,563.0
1351,20.45,11,Low Value,0.0345,0,265.85,30,✅ No Action,Low churn risk — customer is stable,
1844,66.4,59,High Value,0.0894,0,398.4,100,✅ No Action,Low churn risk — customer is stable,
2704,60.6,53,High Value,0.0615,0,363.6,100,✅ No Action,Low churn risk — customer is stable,
4478,54.2,3,Low Value,0.6439,0,1138.2,30,💌 Low Priority — Send retention voucher,CLV ($1138.2) > Retention Cost ($30) → ROI = $1108.2,1108.2
2509,25.25,72,Mid Value,0.0008,0,151.5,60,✅ No Action,Low churn risk — customer is stable,
4171,18.95,9,Low Value,0.0482,1,284.25,30,✅ No Action,Low churn risk — customer is stable,
4977,20.8,24,Mid Value,0.0081,0,124.8,60,✅ No Action,Low churn risk — customer is stable,
1023,86.1,45,Low Value,0.0685,0,516.6,30,✅ No Action,Low churn risk — customer is stable,
3541,40.65,49,Low Value,0.0755,0,243.9,30,✅ No Action,Low churn risk — customer is stable,
454,24.4,61,Mid Value,0.003,0,146.4,60,✅ No Action,Low churn risk — customer is stable,
4648,70.3,2,Low Value,0.6393,0,1546.6,30,💌 Low Priority — Send retention voucher,CLV ($1546.6) > Retention Cost ($30) → ROI = $1516.6,1516.6
3050,85.4,5,Low Value,0.8362,1,1622.6,30,💌 Low Priority — Send retention voucher,CLV ($1622.6) > Retention Cost ($30) → ROI = $1592.6,1592.6
1519,42.6,2,Low Value,0.9147,1,937.2,30,💌 Low Priority — Send retention voucher,CLV ($937.2) > Retention Cost ($30) → ROI = $907.2,907.2
958,81.75,25,Low Value,0.0854,0,490.5,30,✅ No Action,Low churn risk — customer is stable,
4572,106.15,60,High Value,0.7662,0,636.9,100,📞 High Priority — Personal call + 20% discount,CLV ($636.9) > Retention Cost ($100) → ROI = $536.9,536.9
315,110.05,51,High Value,0.2021,0,660.3,100,✅ No Action,Low churn risk — customer is stable,
6796,56.7,2,Low Value,0.4898,1,1247.4,30,✅ No Action,Low churn risk — customer is stable,
978,103.75,62,High Value,0.3671,1,622.5,100,✅ No Action,Low churn risk — customer is stable,
2695,81.4,52,High Value,0.0872,0,488.4,100,✅ No Action,Low churn risk — customer is stable,
791,76.9,68,High Value,0.4318,0,461.4,100,✅ No Action,Low churn risk — customer is stable,
156,84.15,22,Low Value,0.2892,0,168.3,30,✅ No Action,Low churn risk — customer is stable,
6509,25.05,1,Low Value,0.8321,1,576.15,30,💌 Low Priority — Send retention voucher,CLV ($576.15) > Retention Cost ($30) → ROI = $546.15,546.15
260,41.15,3,Low Value,0.8018,1,864.15,30,💌 Low Priority — Send retention voucher,CLV ($864.15) > Retention Cost ($30) → ROI = $834.15,834.15
2516,96.4,16,Low Value,0.7767,1,771.2,30,💌 Low Priority — Send retention voucher,CLV ($771.2) > Retention Cost ($30) → ROI = $741.2,741.2
3007,74.4,32,Low Value,0.5714,1,446.4,30,💌 Low Priority — Send retention voucher,CLV ($446.4) > Retention Cost ($30) → ROI = $416.4,416.4
266,24.9,50,Mid Value,0.0209,0,149.4,60,✅ No Action,Low churn risk — customer is stable,
1774,48.75,1,Low Value,0.4487,0,1121.25,30,✅ No Action,Low churn risk — customer is stable,
882,83.9,6,Low Value,0.8332,1,1510.2,30,💌 Low Priority — Send retention voucher,CLV ($1510.2) > Retention Cost ($30) → ROI = $1480.2,1480.2
3565,50.75,1,Low Value,0.8234,1,1167.25,30,💌 Low Priority — Send retention voucher,CLV ($1167.25) > Retention Cost ($30) → ROI = $1137.25,1137.25
6270,20.2,29,Mid Value,0.0036,0,121.2,60,✅ No Action,Low churn risk — customer is stable,
5585,19.3,1,Low Value,0.5213,1,443.9,30,💌 Low Priority — Send retention voucher,CLV ($443.9) > Retention Cost ($30) → ROI = $413.9,413.9
3787,95.3,58,High Value,0.1614,0,571.8,100,✅ No Action,Low churn risk — customer is stable,
476,76.05,35,Low Value,0.0175,0,456.3,30,✅ No Action,Low churn risk — customer is stable,
6794,19.55,43,Mid Value,0.012,0,117.3,60,✅ No Action,Low churn risk — customer is stable,
6426,50.05,41,Mid Value,0.0239,0,300.3,60,✅ No Action,Low churn risk — customer is stable,
3777,19.3,47,Mid Value,0.0061,0,115.8,60,✅ No Action,Low churn risk — customer is stable,
6557,100.0,33,Low Value,0.6695,0,600.0,30,💌 Low Priority — Send retention voucher,CLV ($600.0) > Retention Cost ($30) → ROI = $570.0,570.0
2981,20.5,67,Mid Value,0.0011,0,123.0,60,✅ No Action,Low churn risk — customer is stable,
1329,19.4,72,Mid Value,0.0036,0,116.4,60,✅ No Action,Low churn risk — customer is stable,
1760,54.9,50,Mid Value,0.0127,0,329.4,60,✅ No Action,Low churn risk — customer is stable,
3656,49.8,49,Mid Value,0.1046,0,298.8,60,✅ No Action,Low churn risk — customer is stable,
6970,74.35,4,Low Value,0.8388,1,1487.0,30,💌 Low Priority — Send retention voucher,CLV ($1487.0) > Retention Cost ($30) → ROI = $1457.0,1457.0
5560,94.15,61,High Value,0.0256,0,564.9,100,✅ No Action,Low churn risk — customer is stable,
1909,20.65,7,Mid Value,0.0069,0,351.05,60,✅ No Action,Low churn risk — customer is stable,
1040,90.45,14,Low Value,0.6244,1,904.5,30,💌 Low Priority — Send retention voucher,CLV ($904.5) > Retention Cost ($30) → ROI = $874.5,874.5
6539,73.05,26,Low Value,0.141,0,438.3,30,✅ No Action,Low churn risk — customer is stable,
5822,70.55,35,Low Value,0.6627,0,423.3,30,💌 Low Priority — Send retention voucher,CLV ($423.3) > Retention Cost ($30) → ROI = $393.3,393.3
5048,99.1,54,High Value,0.1907,0,594.6,100,✅ No Action,Low churn risk — customer is stable,
6991,95.65,8,Low Value,0.8374,1,1530.4,30,💌 Low Priority — Send retention voucher,CLV ($1530.4) > Retention Cost ($30) → ROI = $1500.4,1500.4
1783,71.65,1,Low Value,0.7866,1,1647.95,30,💌 Low Priority — Send retention voucher,CLV ($1647.95) > Retention Cost ($30) → ROI = $1617.95,1617.95
5078,100.25,67,High Value,0.0379,0,601.5,100,✅ No Action,Low churn risk — customer is stable,
2154,19.75,24,Mid Value,0.0188,0,118.5,60,✅ No Action,Low churn risk — customer is stable,
6073,24.9,64,Mid Value,0.0028,0,149.4,60,✅ No Action,Low churn risk — customer is stable,
5183,79.6,34,Low Value,0.4174,1,477.6,30,✅ No Action,Low churn risk — customer is stable,
1440,19.9,8,Mid Value,0.0484,0,318.4,60,✅ No Action,Low churn risk — customer is stable,
6650,20.2,6,Low Value,0.2234,0,363.6,30,✅ No Action,Low churn risk — customer is stable,
6838,99.0,13,Low Value,0.6918,1,1089.0,30,💌 Low Priority — Send retention voucher,CLV ($1089.0) > Retention Cost ($30) → ROI = $1059.0,1059.0
73,24.25,62,Mid Value,0.0013,0,145.5,60,✅ No Action,Low churn risk — customer is stable,
524,100.05,34,Low Value,0.8828,1,600.3,30,💌 Low Priority — Send retention voucher,CLV ($600.3) > Retention Cost ($30) → ROI = $570.3,570.3
85,99.3,9,Low Value,0.916,0,1489.5,30,💌 Low Priority — Send retention voucher,CLV ($1489.5) > Retention Cost ($30) → ROI = $1459.5,1459.5
4748,20.3,22,Mid Value,0.0037,0,40.6,60,✅ No Action,Low churn risk — customer is stable,
5270,55.25,40,Low Value,0.1208,1,331.5,30,✅ No Action,Low churn risk — customer is stable,
1883,100.5,35,Low Value,0.0229,1,603.0,30,✅ No Action,Low churn risk — customer is stable,
6674,23.5,7,Low Value,0.2857,0,399.5,30,✅ No Action,Low churn risk — customer is stable,
4166,19.8,32,Mid Value,0.0032,0,118.8,60,✅ No Action,Low churn risk — customer is stable,
212,19.75,61,Mid Value,0.1775,0,118.5,60,✅ No Action,Low churn risk — customer is stable,
5617,20.75,2,Low Value,0.142,0,456.5,30,✅ No Action,Low churn risk — customer is stable,
1250,103.2,56,High Value,0.272,0,619.2,100,✅ No Action,Low churn risk — customer is stable,
4792,106.25,65,High Value,0.4252,1,637.5,100,✅ No Action,Low churn risk — customer is stable,
2015,49.9,28,Low Value,0.0276,0,299.4,30,✅ No Action,Low churn risk — customer is stable,
1451,69.5,18,Low Value,0.2854,0,417.0,30,✅ No Action,Low churn risk — customer is stable,
3440,90.55,71,High Value,0.0028,0,543.3,100,✅ No Action,Low churn risk — customer is stable,
487,88.6,72,High Value,0.0011,0,531.6,100,✅ No Action,Low churn risk — customer is stable,
6623,76.45,1,Low Value,0.9825,1,1758.35,30,💌 Low Priority — Send retention voucher,CLV ($1758.35) > Retention Cost ($30) → ROI = $1728.35,1728.35
4065,19.75,1,Low Value,0.7058,1,454.25,30,💌 Low Priority — Send retention voucher,CLV ($454.25) > Retention Cost ($30) → ROI = $424.25,424.25
5369,20.35,34,Low Value,0.0266,0,122.1,30,✅ No Action,Low churn risk — customer is stable,
3087,87.05,8,Low Value,0.7749,1,1392.8,30,💌 Low Priority — Send retention voucher,CLV ($1392.8) > Retention Cost ($30) → ROI = $1362.8,1362.8
3910,106.4,47,High Value,0.7681,1,638.4,100,📞 High Priority — Personal call + 20% discount,CLV ($638.4) > Retention Cost ($100) → ROI = $538.4,538.4
4633,24.05,72,Mid Value,0.0006,0,144.3,60,✅ No Action,Low churn risk — customer is stable,
447,25.05,52,Mid Value,0.0077,0,150.3,60,✅ No Action,Low churn risk — customer is stable,
6157,19.85,3,Low Value,0.2241,1,416.85,30,✅ No Action,Low churn risk — customer is stable,
6679,37.7,60,Mid Value,0.0058,0,226.2,60,✅ No Action,Low churn risk — customer is stable,
3727,96.6,3,Low Value,0.911,1,2028.6,30,💌 Low Priority — Send retention voucher,CLV ($2028.6) > Retention Cost ($30) → ROI = $1998.6,1998.6
1214,86.0,19,Low Value,0.4278,1,430.0,30,✅ No Action,Low churn risk — customer is stable,
2927,69.9,1,Low Value,0.9715,0,1607.7,30,💌 Low Priority — Send retention voucher,CLV ($1607.7) > Retention Cost ($30) → ROI = $1577.7,1577.7
3956,105.3,6,Low Value,0.9281,1,1895.4,30,💌 Low Priority — Send retention voucher,CLV ($1895.4) > Retention Cost ($30) → ROI = $1865.4,1865.4
24,59.6,49,Low Value,0.0887,0,357.6,30,✅ No Action,Low churn risk — customer is stable,
5597,90.5,22,Low Value,0.1871,1,181.0,30,✅ No Action,Low churn risk — customer is stable,
4654,19.05,42,Mid Value,0.0034,0,114.3,60,✅ No Action,Low churn risk — customer is stable,
1081,98.85,46,High Value,0.8382,0,593.1,100,📞 High Priority — Personal call + 20% discount,CLV ($593.1) > Retention Cost ($100) → ROI = $493.1,493.1
2421,39.9,68,Mid Value,0.0078,0,239.4,60,✅ No Action,Low churn risk — customer is stable,
6159,20.5,2,Mid Value,0.0109,0,451.0,60,✅ No Action,Low churn risk — customer is stable,
753,20.25,0,Mid Value,0.0039,0,486.0,60,✅ No Action,Low churn risk — customer is stable,
4296,72.25,35,Low Value,0.0953,1,433.5,30,✅ No Action,Low churn risk — customer is stable,
900,19.5,2,Low Value,0.3322,0,429.0,30,✅ No Action,Low churn risk — customer is stable,
5422,62.65,68,High Value,0.0037,0,375.9,100,✅ No Action,Low churn risk — customer is stable,
922,75.4,16,Low Value,0.6616,0,603.2,30,💌 Low Priority — Send retention voucher,CLV ($603.2) > Retention Cost ($30) → ROI = $573.2,573.2
3767,110.9,72,High Value,0.0161,0,665.4,100,✅ No Action,Low churn risk — customer is stable,
6690,94.3,37,High Value,0.0751,0,565.8,100,✅ No Action,Low churn risk — customer is stable,
671,25.55,53,Mid Value,0.0583,0,153.3,60,✅ No Action,Low churn risk — customer is stable,
6111,83.85,40,Low Value,0.596,0,503.1,30,💌 Low Priority — Send retention voucher,CLV ($503.1) > Retention Cost ($30) → ROI = $473.1,473.1
3368,94.15,46,High Value,0.5031,0,564.9,100,📞 High Priority — Personal call + 20% discount,CLV ($564.9) > Retention Cost ($100) → ROI = $464.9,464.9
2797,100.95,3,Low Value,0.9702,1,2119.95,30,💌 Low Priority — Send retention voucher,CLV ($2119.95) > Retention Cost ($30) → ROI = $2089.95,2089.95
5100,75.3,1,Low Value,0.7992,1,1731.9,30,💌 Low Priority — Send retention voucher,CLV ($1731.9) > Retention Cost ($30) → ROI = $1701.9,1701.9
966,19.25,7,Low Value,0.1883,1,327.25,30,✅ No Action,Low churn risk — customer is stable,
5091,30.5,6,Low Value,0.382,1,549.0,30,✅ No Action,Low churn risk — customer is stable,
715,89.15,46,Low Value,0.2204,0,534.9,30,✅ No Action,Low churn risk — customer is stable,
3672,70.15,54,High Value,0.0506,1,420.9,100,✅ No Action,Low churn risk — customer is stable,
5499,79.4,15,Low Value,0.694,1,714.6,30,💌 Low Priority — Send retention voucher,CLV ($714.6) > Retention Cost ($30) → ROI = $684.6,684.6
1696,85.3,3,Low Value,0.9601,1,1791.3,30,💌 Low Priority — Send retention voucher,CLV ($1791.3) > Retention Cost ($30) → ROI = $1761.3,1761.3
531,20.05,70,Mid Value,0.0012,0,120.3,60,✅ No Action,Low churn risk — customer is stable,
2490,100.55,39,High Value,0.0525,0,603.3,100,✅ No Action,Low churn risk — customer is stable,
458,20.0,2,Low Value,0.0952,0,440.0,30,✅ No Action,Low churn risk — customer is stable,
428,75.6,18,Low Value,0.0708,0,453.6,30,✅ No Action,Low churn risk — customer is stable,
2279,25.1,72,Mid Value,0.0027,0,150.6,60,✅ No Action,Low churn risk — customer is stable,
2377,55.3,47,Low Value,0.2087,0,331.8,30,✅ No Action,Low churn risk — customer is stable,
4508,19.9,22,Low Value,0.0596,0,39.8,30,✅ No Action,Low churn risk — customer is stable,
2983,89.9,71,High Value,0.001,0,539.4,100,✅ No Action,Low churn risk — customer is stable,
1829,74.85,8,Low Value,0.8216,0,1197.6,30,💌 Low Priority — Send retention voucher,CLV ($1197.6) > Retention Cost ($30) → ROI = $1167.6,1167.6
3375,19.9,71,Mid Value,0.001,0,119.4,60,✅ No Action,Low churn risk — customer is stable,
4853,94.45,53,High Value,0.2048,0,566.7,100,✅ No Action,Low churn risk — customer is stable,
3623,72.25,37,Low Value,0.1634,0,433.5,30,✅ No Action,Low churn risk — customer is stable,
5462,70.15,64,High Value,0.0631,0,420.9,100,✅ No Action,Low churn risk — customer is stable,
4340,48.65,5,Low Value,0.2974,0,924.35,30,✅ No Action,Low churn risk — customer is stable,
4449,104.7,60,High Value,0.388,0,628.2,100,✅ No Action,Low churn risk — customer is stable,
1260,50.3,2,Low Value,0.6186,0,1106.6,30,💌 Low Priority — Send retention voucher,CLV ($1106.6) > Retention Cost ($30) → ROI = $1076.6,1076.6
6263,54.2,25,Low Value,0.0553,0,325.2,30,✅ No Action,Low churn risk — customer is stable,
154,19.7,6,Low Value,0.1137,0,354.6,30,✅ No Action,Low churn risk — customer is stable,
3514,110.6,60,High Value,0.0768,0,663.6,100,✅ No Action,Low churn risk — customer is stable,
3864,100.2,30,Low Value,0.6795,1,601.2,30,💌 Low Priority — Send retention voucher,CLV ($601.2) > Retention Cost ($30) → ROI = $571.2,571.2
3036,49.35,67,Mid Value,0.0038,0,296.1,60,✅ No Action,Low churn risk — customer is stable,
2820,24.05,53,Mid Value,0.146,0,144.3,60,✅ No Action,Low churn risk — customer is stable,
18,55.2,10,Low Value,0.1293,1,772.8,30,✅ No Action,Low churn risk — customer is stable,
783,52.2,1,Low Value,0.8455,1,1200.6,30,💌 Low Priority — Send retention voucher,CLV ($1200.6) > Retention Cost ($30) → ROI = $1170.6,1170.6
6593,54.55,55,Low Value,0.0498,1,327.3,30,✅ No Action,Low churn risk — customer is stable,
3992,84.7,70,High Value,0.0067,0,508.2,100,✅ No Action,Low churn risk — customer is stable,
1062,50.2,34,Low Value,0.0249,0,301.2,30,✅ No Action,Low churn risk — customer is stable,
6355,110.25,68,High Value,0.1687,0,661.5,100,✅ No Action,Low churn risk — customer is stable,
2663,109.15,59,High Value,0.2447,0,654.9,100,✅ No Action,Low churn risk — customer is stable,
6363,74.85,9,Low Value,0.7153,0,1122.75,30,💌 Low Priority — Send retention voucher,CLV ($1122.75) > Retention Cost ($30) → ROI = $1092.75,1092.75
5718,80.5,6,Low Value,0.6332,1,1449.0,30,💌 Low Priority — Send retention voucher,CLV ($1449.0) > Retention Cost ($30) → ROI = $1419.0,1419.0
6185,103.95,50,High Value,0.7349,0,623.7,100,📞 High Priority — Personal call + 20% discount,CLV ($623.7) > Retention Cost ($100) → ROI = $523.7,523.7
4513,92.45,72,High Value,0.0027,1,554.7,100,✅ No Action,Low churn risk — customer is stable,
2709,53.95,41,Low Value,0.6503,0,323.7,30,💌 Low Priority — Send retention voucher,CLV ($323.7) > Retention Cost ($30) → ROI = $293.7,293.7
3664,50.8,4,Low Value,0.3446,0,1016.0,30,✅ No Action,Low churn risk — customer is stable,
6331,40.3,47,Mid Value,0.016,0,241.8,60,✅ No Action,Low churn risk — customer is stable,
2664,94.95,62,High Value,0.0303,0,569.7,100,✅ No Action,Low churn risk — customer is stable,
3723,20.45,18,Low Value,0.0277,0,122.7,30,✅ No Action,Low churn risk — customer is stable,
4226,75.85,3,Low Value,0.7492,1,1592.85,30,💌 Low Priority — Send retention voucher,CLV ($1592.85) > Retention Cost ($30) → ROI = $1562.85,1562.85
5655,25.1,65,Mid Value,0.0016,0,150.6,60,✅ No Action,Low churn risk — customer is stable,
868,85.55,59,High Value,0.0686,1,513.3,100,✅ No Action,Low churn risk — customer is stable,
4722,70.15,60,High Value,0.0197,0,420.9,100,✅ No Action,Low churn risk — customer is stable,
3069,20.55,10,Low Value,0.1199,0,287.7,30,✅ No Action,Low churn risk — customer is stable,
1802,38.55,7,Mid Value,0.0043,0,655.35,60,✅ No Action,Low churn risk — customer is stable,
2687,91.0,28,Low Value,0.0776,0,546.0,30,✅ No Action,Low churn risk — customer is stable,
5700,79.3,29,Low Value,0.6347,0,475.8,30,💌 Low Priority — Send retention voucher,CLV ($475.8) > Retention Cost ($30) → ROI = $445.8,445.8
5218,19.7,0,Mid Value,0.0166,0,472.8,60,✅ No Action,Low churn risk — customer is stable,
3693,64.65,37,High Value,0.0643,0,387.9,100,✅ No Action,Low churn risk — customer is stable,
1154,24.65,45,Mid Value,0.0066,0,147.9,60,✅ No Action,Low churn risk — customer is stable,
5571,79.8,61,High Value,0.1389,0,478.8,100,✅ No Action,Low churn risk — customer is stable,
6875,19.45,64,Mid Value,0.0072,0,116.7,60,✅ No Action,Low churn risk — customer is stable,
6519,91.35,63,High Value,0.0396,0,548.1,100,✅ No Action,Low churn risk — customer is stable,
113,76.5,37,Low Value,0.4153,1,459.0,30,✅ No Action,Low churn risk — customer is stable,
2506,24.3,72,Mid Value,0.0008,0,145.8,60,✅ No Action,Low churn risk — customer is stable,
2217,89.9,66,High Value,0.0116,0,539.4,100,✅ No Action,Low churn risk — customer is stable,
2753,95.65,1,Low Value,0.9189,1,2199.95,30,💌 Low Priority — Send retention voucher,CLV ($2199.95) > Retention Cost ($30) → ROI = $2169.95,2169.95
1105,79.75,9,Low Value,0.7192,0,1196.25,30,💌 Low Priority — Send retention voucher,CLV ($1196.25) > Retention Cost ($30) → ROI = $1166.25,1166.25
376,25.35,1,Low Value,0.7809,0,583.05,30,💌 Low Priority — Send retention voucher,CLV ($583.05) > Retention Cost ($30) → ROI = $553.05,553.05
1401,99.8,4,Low Value,0.9378,1,1996.0,30,💌 Low Priority — Send retention voucher,CLV ($1996.0) > Retention Cost ($30) → ROI = $1966.0,1966.0
6344,74.95,38,Low Value,0.3268,1,449.7,30,✅ No Action,Low churn risk — customer is stable,
6852,61.9,44,Low Value,0.0542,0,371.4,30,✅ No Action,Low churn risk — customer is stable,
5635,54.7,22,Low Value,0.3676,0,109.4,30,✅ No Action,Low churn risk — customer is stable,
5877,106.95,53,High Value,0.3052,1,641.7,100,✅ No Action,Low churn risk — customer is stable,
1245,90.45,23,Low Value,0.5777,0,90.45,30,💌 Low Priority — Send retention voucher,CLV ($90.45) > Retention Cost ($30) → ROI = $60.45,60.45
6022,18.9,20,Low Value,0.0724,0,75.6,30,✅ No Action,Low churn risk — customer is stable,
5927,24.75,51,Mid Value,0.0152,0,148.5,60,✅ No Action,Low churn risk — customer is stable,
5924,20.65,62,Mid Value,0.003,0,123.9,60,✅ No Action,Low churn risk — customer is stable,
4570,18.95,7,Low Value,0.1049,0,322.15,30,✅ No Action,Low churn risk — customer is stable,
1992,83.55,17,Low Value,0.7563,0,584.85,30,💌 Low Priority — Send retention voucher,CLV ($584.85) > Retention Cost ($30) → ROI = $554.85,554.85
2499,70.2,41,High Value,0.1396,0,421.2,100,✅ No Action,Low churn risk — customer is stable,
6628,94.05,7,Low Value,0.9234,0,1598.85,30,💌 Low Priority — Send retention voucher,CLV ($1598.85) > Retention Cost ($30) → ROI = $1568.85,1568.85
1446,50.05,1,Low Value,0.3447,0,1151.15,30,✅ No Action,Low churn risk — customer is stable,
3836,58.35,64,High Value,0.0106,0,350.1,100,✅ No Action,Low churn risk — customer is stable,
5610,75.5,3,Low Value,0.8868,1,1585.5,30,💌 Low Priority — Send retention voucher,CLV ($1585.5) > Retention Cost ($30) → ROI = $1555.5,1555.5
3031,71.05,50,Low Value,0.2403,1,426.3,30,✅ No Action,Low churn risk — customer is stable,
1143,56.8,18,Low Value,0.0951,0,340.8,30,✅ No Action,Low churn risk — customer is stable,
469,55.95,13,Low Value,0.1471,1,615.45,30,✅ No Action,Low churn risk — customer is stable,
4227,80.65,69,High Value,0.01,0,483.9,100,✅ No Action,Low churn risk — customer is stable,
3536,79.15,1,Low Value,0.9717,0,1820.45,30,💌 Low Priority — Send retention voucher,CLV ($1820.45) > Retention Cost ($30) → ROI = $1790.45,1790.45
6445,90.65,4,Low Value,0.8748,0,1813.0,30,💌 Low Priority — Send retention voucher,CLV ($1813.0) > Retention Cost ($30) → ROI = $1783.0,1783.0
